,address_components,formatted_address,place_id,types,geometry.bounds.northeast.lat,geometry.bounds.northeast.lng,geometry.bounds.southwest.lat,geometry.bounds.southwest.lng,geometry.location.lat,geometry.location.lng,geometry.location_type,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,partial_match
56,"[{'long_name': 'Reduto', 'short_name': 'Reduto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Reduto, Belém - PA, Brazil",ChIJ5cESY5qOpJIRVSUwf55UJf8,"['political', 'sublocality', 'sublocality_level_1']",-1.4388784,-48.486461,-1.4514918,-48.499167,-1.4460735,-48.4924716,APPROXIMATE,-1.4388784,-48.486461,-1.4514918,-48.499167,
57,"[{'long_name': 'Sacramenta', 'short_name': 'Sacramenta', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Sacramenta, Belém - PA, Brazil",ChIJ4042i96LpJIRKzSYzIm3Y_s,"['political', 'sublocality', 'sublocality_level_1']",-1.4031029,-48.46518589999999,-1.4246809,-48.487382,-1.4136943,-48.476227,APPROXIMATE,-1.4031029,-48.46518589999999,-1.4246809,-48.487382,
58,"[{'long_name': 'São Brás', 'short_name': 'São Brás', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","São Brás, Belém - PA, Brazil",ChIJnbynGyWMpJIRwsk2e4dXxeM,"['political', 'sublocality', 'sublocality_level_1']",-1.4481215,-48.4638697,-1.4548382,-48.4758799,-1.4515674,-48.4707716,APPROXIMATE,-1.4481215,-48.4638697,-1.4548382,-48.4758799,
59,"[{'long_name': 'São Clemente', 'short_name': 'São Clemente', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","São Clemente, Belém - PA, Brazil",ChIJ1TYXYOZhpJIRluAwUmvvx48,"['political', 'sublocality', 'sublocality_level_1']",-1.3551238,-48.4583369,-1.3735849,-48.4679919,-1.3658691,-48.4612362,APPROXIMATE,-1.3551238,-48.4583369,-1.3735849,-48.4679919,
60,"[{'long_name': 'São Francisco (Mosqueiro)', 'short_name': 'São Francisco (Mosqueiro)', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '66045', 'short_name': '66045', 'types': ['postal_code', 'postal_code_prefix']}]","São Francisco (Mosqueiro), Belém - PA, 66045, Brazil",ChIJT-tYidmNpJIR2VPnb2YhJSU,"['political', 'sublocality', 'sublocality_level_1']",-1.4607492,-48.4771165,-1.4627216,-48.47909199999999,-1.4617732,-48.4781011,APPROXIMATE,-1.460386419708498,-48.47675526970851,-1.463084380291502,-48.4794532302915,True
61,"[{'long_name': 'São João do Outeiro (Outeiro)', 'short_name': 'São João do Outeiro (Outeiro)', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '66840-105', 'short_name': '66840-105', 'types': ['postal_code']}]","São João do Outeiro (Outeiro), Belém - PA, 66840-105, Brazil",ChIJS2IO8htmpJIRokFJHOEuLB8,"['political', 'sublocality', 'sublocality_level_1']",,,,,-1.2588468,-48.4647265,APPROXIMATE,-1.2476915,-48.4487191,-1.2700021,-48.4807339,True
62,"[{'long_name': 'Souza', 'short_name': 'Souza', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '68447-000', 'short_name': '68447-000', 'types': ['postal_code']}]","Souza, Belém - PA, 68447-000, Brazil",ChIJidXevpaLpJIRpcooBbpN3N0,"['political', 'sublocality', 'sublocality_level_1']",-1.40787,-48.43755609999999,-1.4278791,-48.4677756,-1.4168046,-48.4512446,APPROXIMATE,-1.40787,-48.43755609999999,-1.4278791,-48.4677756,
63,"[{'long_name': 'Sucurijuquara', 'short_name': 'Sucurijuquara', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Sucurijuquara, Belém - PA, Brazil",ChIJpXg6DD4-pJIRj5TZRyLR0jw,"['political', 'sublocality', 'sublocality_level_1']",-1.0736339,-48.36418399999999,-1.1065479,-48.3970719,-1.0966038,-48.3857754,APPROXIMATE,-1.0736339,-48.36418399999999,-1.1065479,-48.3970719,
64,"[{'long_name': 'Sucurijuquara (Mosqueiro)', 'short_name': 'Sucurijuquara (Mosqueiro)', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Sucurijuquara (Mosqueiro), Belém - PA, Brazil",ChIJpWfZG0aMpJIR8wxtDfQ0Y0o,"['political', 'sublocality', 'sublocality_level_1']",,,,,-1.0965042,-48.3863077,APPROXIMATE,-1.0853482,-48.3703003,-1.1076601,-48.4023151,
65,"[{'long_name': 'Tapanã (Icoaraci)', 'short_name': 'Tapanã (Icoaraci)', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Tapanã (Icoaraci), Belém - PA, Brazil",ChIJh_ulkndhpJIRk9o4pA0YtNU,"['political', 'sublocality', 'sublocality_level_1']",-1.3172636,-48.4515219,-1.3622799,-48.4878656,-1.3387568,-48.4737282,APPROXIMATE,-1.3172636,-48.4515219,-1.3622799,-48.4878656,
66,"[{'long_name': 'Telégrafo Sem Fio', 'short_name': 'Telégrafo Sem Fio', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '66113-330', 'short_name': '66113-330', 'types': ['postal_code']}]","Telégrafo Sem Fio, Belém - PA, 66113-330, Brazil",ChIJ7bciqFqJpJIRhU2PNaHnXUA,"['political', 'sublocality', 'sublocality_level_1']",,,,,-1.4229942,-48.4876081,APPROXIMATE,-1.4118396,-48.4716007,-1.4341487,-48.5036155,
67,"[{'long_name': 'Tenoné', 'short_name': 'Tenoné', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Tenoné, Belém - PA, Brazil",ChIJXSVSlylhpJIR0WnVtodxOhA,"['political', 'sublocality', 'sublocality_level_1']",-1.2909632,-48.4222074,-1.3297399,-48.4571759,-1.3189469,-48.4410356,APPROXIMATE,-1.2909632,-48.4222074,-1.3297399,-48.4571759,
68,"[{'long_name': 'Umarizal', 'short_name': 'Umarizal', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Umarizal, Belém - PA, Brazil",ChIJk8U5zaWOpJIREkAoYKGxOqw,"['political', 'sublocality', 'sublocality_level_1']",-1.4308668,-48.4751678,-1.4483549,-48.4967159,-1.4413019,-48.4837239,APPROXIMATE,-1.4308668,-48.4751678,-1.4483549,-48.4967159,
69,"[{'long_name': 'Una', 'short_name': 'Una', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Una, Belém - PA, Brazil",ChIJybH7VJyKpJIRlIa4zEqAdxA,"['political', 'sublocality', 'sublocality_level_1']",-1.3639969,-48.4214038,-1.3793448,-48.4299539,-1.3714906,-48.4250254,APPROXIMATE,-1.3639969,-48.4214038,-1.3793448,-48.4299539,
70,"[{'long_name': 'Universitário', 'short_name': 'Universitário', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Universitário, Belém - PA, Brazil",ChIJ-Wdo-6uNpJIRt9EmXRlC5yA,"['political', 'sublocality', 'sublocality_level_1']",-1.4474058,-48.4271398,-1.4806045,-48.45987119999999,-1.4641442,-48.4412549,APPROXIMATE,-1.4474058,-48.4271398,-1.4806045,-48.45987119999999,
71,"[{'long_name': 'Val de Caes', 'short_name': 'Val de Caes', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Val de Caes, Belém - PA, Brazil",ChIJiagB7xiKpJIRNC0siK474Xc,"['political', 'sublocality', 'sublocality_level_1']",-1.3678142,-48.454743,-1.4031029,-48.4957222,-1.3898775,-48.4737282,APPROXIMATE,-1.3678142,-48.454743,-1.4031029,-48.4957222,
72,"[{'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'State of Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Belém - State of Pará, Brazil",ChIJX26Y9WlmpJIRzImxai3bNuM,"['administrative_area_level_2', 'political']",-1.0194267,-48.2961243,-1.5265847,-48.6244082,-1.4557292,-48.4901785,APPROXIMATE,-1.0194267,-48.2961243,-1.5265847,-48.6244082,
73,"[{'long_name': 'Vila', 'short_name': 'Vila', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Vila, Belém - PA, Brazil",ChIJk1VzIXprpJIR9mj26j6GZ04,"['political', 'sublocality', 'sublocality_level_1']",-1.1524199,-48.465938,-1.1747132,-48.4741668,-1.1638741,-48.4701217,APPROXIMATE,-1.1524199,-48.465938,-1.1747132,-48.4741668,
74,"[{'long_name': 'Vila (Mosqueiro)', 'short_name': 'Vila (Mosqueiro)', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}, {'long_name': '68447-000', 'short_name': '68447-000', 'types': ['postal_code']}]","Vila (Mosqueiro), Belém - PA, 68447-000, Brazil",ChIJDUpBd-eLpJIRhivPgkEoCCY,"['political', 'sublocality', 'sublocality_level_1']",-1.4124504,-48.4470342,-1.4185676,-48.452324,-1.4163065,-48.4493714,APPROXIMATE,-1.4124504,-48.4470342,-1.4185676,-48.452324,
75,"[{'long_name': 'Belém', 'short_name': 'Belém', 'types': ['locality', 'political']}, {'long_name': 'Belém', 'short_name': 'Belém', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'State of Pará', 'short_name': 'PA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Brazil', 'short_name': 'BR', 'types': ['country', 'political']}]","Belém, State of Pará, Brazil",ChIJ4Wx1hK9hpJIRNUyGFQJUDVc,"['locality', 'political']",-1.2024803,-48.3905628,-1.4802236,-48.5102002,-1.4557549,-48.4901799,APPROXIMATE,-1.2024803,-48.3905628,-1.4802236,-48.5102002,True
