,zip/postalcode,city,neighborhood,address,Latitudes,Longitudes
940,66617-080,Belém/PA,Val-de-Cães,Rua Rio Branco (Cj Marex),-1.3951874499999999,-48.472829000000004
941,66617-090,Belém/PA,Val-de-Cães,Rua Curitiba (Cj Marex),-1.395641275,-48.474119825
942,66617-100,Belém/PA,Val-de-Cães,Rua Rio de Janeiro (Cj Marex),-1.39639815,-48.4741607
943,66617-110,Belém/PA,Val-de-Cães,Rua Niterói (Cj Marex),-1.3957706749999998,-48.474770925
944,66617-120,Belém/PA,Val-de-Cães,Rua Goiânia (Cj Marex),-1.395721075,-48.475397875
945,66617-130,Belém/PA,Val-de-Cães,Travessa Altamira (Cj Bela Vista),-1.3988402,-48.4699376
946,66617-140,Belém/PA,Val-de-Cães,Travessa João Pessoa (Cj Bela Vista),-1.3995581750000001,-48.470756325
947,66617-150,Belém/PA,Val-de-Cães,Travessa Aracaju (Cj Bela Vista),-1.3991881249999998,-48.470347974999996
948,66617-160,Belém/PA,Val-de-Cães,Travessa Itaituba (Cj Bela Vista),-1.39816785,-48.46932205
949,66617-170,Belém/PA,Val-de-Cães,Travessa Guajará (Cj Bela Vista),-1.3984494,-48.469582200000005
950,66617-180,Belém/PA,Val-de-Cães,Travessa Tocantins (Cj Bela Vista),-1.395713,-48.467221200000004
951,66617-190,Belém/PA,Val-de-Cães,Rua Florianópolis (Cj Marex),-1.39913715,-48.4714839
952,66617-210,Belém/PA,Val-de-Cães,Rua São Salvador (Cj Marex),-1.39595835,-48.471567
953,66617-220,Belém/PA,Val-de-Cães,Travessa Belém (Cj Bela Vista),-1.3957988499999998,-48.470404975
954,66617-230,Belém/PA,Val-de-Cães,Travessa Belo Horizonte (Cj Bela Vista),-1.39604485,-48.4698625
955,66617-240,Belém/PA,Val-de-Cães,Travessa Boa Vista (Cj Bela Vista),-1.3960434750000001,-48.469332075000004
956,66617-250,Belém/PA,Val-de-Cães,Travessa Macapá (Cj Bela Vista),-1.396050875,-48.468793625
957,66617-260,Belém/PA,Val-de-Cães,Travessa Porto Velho (Cj Bela Vista),-1.3960368,-48.468260525000005
958,66617-300,Belém/PA,Val-de-Cães,Avenida Brasil (Cj Marex),-1.3976128,-48.4735928
959,66617-310,Belém/PA,Val-de-Cães,Rua Fortaleza (Cj Marex),-1.3964397000000002,-48.47548305
960,66617-320,Belém/PA,Val-de-Cães,Rua Natal (Cj Marex),-1.39870545,-48.473270925
961,66617-360,Belém/PA,Val-de-Cães,Travessa São Luís (Cj Bela Vista),-1.399889975,-48.471158700000004
962,66617-370,Belém/PA,Val-de-Cães,Travessa Marajó (Cj Bela Vista),-1.3960401500000001,-48.4677335
963,66617-420,Belém/PA,Val-de-Cães,Avenida Júlio César - de 3142 ao fim - lado par,-1.3989920999999998,-48.47344269
964,66620-000,Belém/PA,Marambaia,Rua Rodolfo Chermont - de 855/856 ao fim,-1.398629723076923,-48.453562611538445
965,66620-010,Belém/PA,Marambaia,Avenida Paragominas,-1.3967171999999999,-48.461882900000006
966,66620-020,Belém/PA,Marambaia,Rua Timboteua,-1.396628725,-48.46147055
967,66620-030,Belém/PA,Marambaia,Travessa Abaetetuba,-1.4007302625,-48.46210825
968,66620-040,Belém/PA,Marambaia,Rua Oriximiná,-1.39630025,-48.460404375
969,66620-050,Belém/PA,Marambaia,Rua Outeiro (Cj Médici II),-1.40037865,-48.4597586
970,66620-060,Belém/PA,Marambaia,Rua Chaves,-1.396235225,-48.45988667500001
971,66620-070,Belém/PA,Marambaia,Rua Baião,-1.3962406,-48.459345549999995
972,66620-080,Belém/PA,Marambaia,Rua Mosqueiro (Cj Médici II),-1.4003531875,-48.4591155625
973,66620-090,Belém/PA,Marambaia,Rua Benfica,-1.3962406,-48.458819175
974,66620-110,Belém/PA,Marambaia,Rua Ananindeua,-1.4003652500000001,-48.45833635
975,66620-120,Belém/PA,Marambaia,Avenida Santarém,-1.39876098,-48.45759780000001
976,66620-130,Belém/PA,Marambaia,Rua Igarapé-Açu,-1.396458425,-48.460944825
977,66620-140,Belém/PA,Marambaia,Travessa Prainha,-1.4001963375,-48.4621162875
978,66620-150,Belém/PA,Marambaia,Travessa Viseu,-1.3996610500000002,-48.462117612499995
979,66620-160,Belém/PA,Marambaia,Travessa Portel,-1.39912275,-48.4621055375
980,66620-170,Belém/PA,Marambaia,Travessa Afuá,-1.39864155,-48.461729133333336
981,66620-180,Belém/PA,Marambaia,Travessa Peixe-Boi,-1.39807265,-48.461007825
982,66620-190,Belém/PA,Marambaia,Travessa Cafezal,-1.39767985,-48.46103535
983,66620-200,Belém/PA,Marambaia,Rua da Marinha,-1.3953187,-48.44835311111112
984,66620-210,Belém/PA,Marambaia,Travessa Barcarena,-1.4003290499999999,-48.45468925
985,66620-220,Belém/PA,Marambaia,Rua Bujaru,-1.39560175,-48.45736875
986,66620-230,Belém/PA,Marambaia,Rua Salinópolis,-1.39836295,-48.457139425
987,66620-240,Belém/PA,Marambaia,Rua Salvaterra,-1.3966863749999998,-48.4566325
988,66620-250,Belém/PA,Marambaia,Rua Soure,-1.3999275249999998,-48.456401175
989,66620-260,Belém/PA,Marambaia,Avenida Maracanã,-1.3982811416666667,-48.456066325
990,66620-270,Belém/PA,Marambaia,Rua Capanema,-1.39580285,-48.455689750000005
991,66620-280,Belém/PA,Marambaia,Rua Castanhal,-1.4006629,-48.45529945
992,66620-290,Belém/PA,Marambaia,Rua Marabá,-1.398171875,-48.454856875000004
993,66620-300,Belém/PA,Marambaia,Rua Itaituba,-1.3966903833333335,-48.454434
994,66620-310,Belém/PA,Marambaia,Rua Altamira,-1.3995335666666666,-48.45422163333333
995,66620-320,Belém/PA,Marambaia,Rua Acará,-1.39541805,-48.45472275
996,66620-340,Belém/PA,Marambaia,Rua Irituia,-1.39610185,-48.45502585
997,66620-350,Belém/PA,Marambaia,Travessa Faro,-1.3962170999999999,-48.4573218
998,66620-360,Belém/PA,Marambaia,Travessa Marapanim (Cj Medici I),-1.3967735000000001,-48.4566908375
999,66620-380,Belém/PA,Marambaia,Travessa Jacundá,-1.3978139,-48.45659895
1000,66620-390,Belém/PA,Marambaia,Travessa Anajás,-1.398318675,-48.456527875000006
1001,66620-410,Belém/PA,Marambaia,Travessa Muana,-1.3988154000000002,-48.456495700000005
1002,66620-420,Belém/PA,Marambaia,Travessa Melgaço,-1.398297575,-48.453551287500005
1003,66620-430,Belém/PA,Marambaia,Travessa Ourém,-1.3999666166666664,-48.4562628
1004,66620-440,Belém/PA,Marambaia,Travessa Aveiro,-1.4004751999999998,-48.45698525
1005,66620-450,Belém/PA,Marambaia,Rua K (Cj Euclides Figueiredo),-1.4032464500000001,-48.4550902
1006,66620-460,Belém/PA,Marambaia,Rua Benevides (Cj Médici I),-1.4009458000000001,-48.4544304
1007,66620-470,Belém/PA,Marambaia,Travessa Moju,-1.401041,-48.456307949999996
1008,66620-480,Belém/PA,Marambaia,Passagem Amaral,-1.3960643000000001,-48.453113
1009,66620-490,Belém/PA,Marambaia,Passagem Jarbas Passarinho,-1.396886345,-48.45278460000001
1010,66620-500,Belém/PA,Marambaia,Passagem Santa Fé,-1.3962882,-48.45841885
1011,66620-510,Belém/PA,Marambaia,Passagem Mirasselva,-1.4034797166666666,-48.453285566666665
1012,66620-530,Belém/PA,Marambaia,Rua Primeiro de Agosto,-1.395603075,-48.453197274999994
1013,66620-560,Belém/PA,Marambaia,Vila Coronel Arthur,-1.3982617,-48.45278755
1014,66620-580,Belém/PA,Marambaia,Passagem Heróis de Montesse,-1.3987130666666665,-48.45219208333333
1015,66620-590,Belém/PA,Marambaia,Passagem Santa Marta,-1.399804416666667,-48.451711983333325
1016,66620-600,Belém/PA,Marambaia,Passagem São Tomé,-1.39963575,-48.45184039375
1017,66620-610,Belém/PA,Marambaia,Passagem das Flores,-1.4006957500000001,-48.450953225
1018,66620-620,Belém/PA,Marambaia,Passagem José de Alencar,-1.4010604125,-48.45160938749999
1019,66620-660,Belém/PA,Marambaia,Passagem Eduardo Angelim,-1.39696345,-48.452336949999996
1020,66620-700,Belém/PA,Marambaia,Rua Barcarena,-1.40105305,-48.4569463
1021,66620-760,Belém/PA,Marambaia,Rua E (Cj Euclides Figueiredo),-1.4026662375,-48.45181825
1022,66620-770,Belém/PA,Marambaia,Rua F (Cj Euclides Figueiredo),-1.4037078416666666,-48.45244601666666
1023,66620-780,Belém/PA,Marambaia,Rua G (Cj Euclides Figueiredo),-1.40335181,-48.4536291
1024,66620-790,Belém/PA,Marambaia,Rua H (Cj Euclides Figueiredo),-1.4047677875,-48.454341562500005
1025,66620-800,Belém/PA,Marambaia,Rua I (Cj Euclides Figueiredo),-1.402072208333333,-48.45204591666666
1026,66620-810,Belém/PA,Marambaia,Rua J (Cj Euclides Figueiredo),-1.4025616,-48.453038879999994
1027,66623-070,Belém/PA,Marambaia,Passagem São Vicente,-1.3996587,-48.44394386666667
1028,66623-100,Belém/PA,Marambaia,Passagem Cajuí,-1.4016590500000001,-48.4360626
1029,66623-130,Belém/PA,Marambaia,Passagem Vila Nova,-1.4013620750000002,-48.44644345
1030,66623-140,Belém/PA,Marambaia,Passagem Iracema,-1.4006229499999998,-48.44785281000001
1031,66623-145,Belém/PA,Marambaia,Travessa SN-2 (Cj Gleba I),-1.39985315,-48.435019249999996
1032,66623-150,Belém/PA,Marambaia,Passagem Liberdade,-1.40009445,-48.449975275
1033,66623-155,Belém/PA,Marambaia,Travessa SN-3 (Cj Gleba I),-1.3983215,-48.43528747999999
1034,66623-156,Belém/PA,Marambaia,Travessa SN-5 (Cj Gleba I),-1.3980632625000002,-48.437779587499996
1035,66623-158,Belém/PA,Marambaia,Vila Reis,-1.39945425,-48.44702885
1036,66623-172,Belém/PA,Marambaia,Passagem Nova,-1.4012852600000003,-48.44703314
1037,66623-180,Belém/PA,Marambaia,Rua Terceira (Cj COHAB Gleba II),-1.399293375,-48.44122768333333
1038,66623-190,Belém/PA,Marambaia,Rua Quarta,-1.398613625,-48.44202429166666
1039,66623-200,Belém/PA,Marambaia,Rua Quinta,-1.3984265125,-48.443022631249995
1040,66623-210,Belém/PA,Marambaia,Rua Sexta,-1.3989132666666666,-48.443881266666665
1041,66623-230,Belém/PA,Marambaia,Rua Raul Soares,-1.3990921785714288,-48.440740414285706
1042,66623-240,Belém/PA,Marambaia,Rua Maravalho Belo,-1.398913657142857,-48.440251478571426
1043,66623-250,Belém/PA,Marambaia,Passagem B-1 (Cj Gleba I),-1.40014,-48.435727400000005
1044,66623-251,Belém/PA,Marambaia,Passagem B-2 (Cj Gleba I),-1.399648,-48.43553425
1045,66623-252,Belém/PA,Marambaia,Passagem B-3 (Cj Gleba I),-1.3994347999999999,-48.436022449999996
1046,66623-253,Belém/PA,Marambaia,Passagem B-4 (Cj Gleba I),-1.4000234,-48.436226250000004
1047,66623-255,Belém/PA,Marambaia,Passagem C-2 (Cj Gleba I),-1.39995635,-48.43673855
1048,66623-256,Belém/PA,Marambaia,Passagem C-3 (Cj Gleba I),-1.3994241,-48.4369035
1049,66623-257,Belém/PA,Marambaia,Passagem C-4 (Cj Gleba I),-1.3995863499999999,-48.437458750000005
1050,66623-258,Belém/PA,Marambaia,Passagem D-1 (Cj Gleba I),-1.4000837,-48.438144050000005
1051,66623-259,Belém/PA,Marambaia,Passagem D-2 (Cj Gleba I),-1.3995742500000001,-48.4379442
1052,66623-260,Belém/PA,Marambaia,Passagem D-3 (Cj Gleba I),-1.39938655,-48.43845655
1053,66623-261,Belém/PA,Marambaia,Passagem D-4 (Cj Gleba I),-1.3998893,-48.438663
1054,66623-262,Belém/PA,Marambaia,Passagem F-1 (Cj Gleba I),-1.3989441,-48.43571795
1055,66623-263,Belém/PA,Marambaia,Passagem F-2 (Cj Gleba I),-1.39843465,-48.4354927
1056,66623-264,Belém/PA,Marambaia,Passagem F-3 (Cj Gleba I),-1.39823755,-48.436011699999995
1057,66623-265,Belém/PA,Marambaia,Passagem F-4 (Cj Gleba I),-1.3987980000000002,-48.4361954
1058,66623-267,Belém/PA,Marambaia,Passagem G-2 (Cj Gleba I),-1.3987363,-48.436709050000005
1059,66623-268,Belém/PA,Marambaia,Passagem G-3 (Cj Gleba I),-1.3982215,-48.4368713
1060,66623-269,Belém/PA,Marambaia,Passagem G-4 (Cj Gleba I),-1.398377,-48.4373997
1061,66623-271,Belém/PA,Marambaia,Passagem H-2 (Cj Gleba I),-1.39871085,-48.43790665
1062,66623-274,Belém/PA,Marambaia,Passagem Q-1 (Cj Gleba I),-1.39645175,-48.43803805
1063,66623-275,Belém/PA,Marambaia,Passagem Q-2 (Cj Gleba I),-1.39593155,-48.4378624
1064,66623-276,Belém/PA,Marambaia,Passagem Q-3 (Cj Gleba I),-1.3957358,-48.438362600000005
1065,66623-277,Belém/PA,Marambaia,Passagem Q-4 (Cj Gleba I),-1.3963016000000001,-48.438551700000005
1066,66623-278,Belém/PA,Marambaia,Rua SN-4 (Cj Gleba I),-1.3980688000000001,-48.436439318750004
1067,66623-279,Belém/PA,Marambaia,Travessa SN-6 (Cj Gleba I),-1.398364925,-48.43871042499999
1068,66623-281,Belém/PA,Marambaia,Rua WE-1 (Cj Gleba I),-1.40080435,-48.439458974999994
1069,66623-282,Belém/PA,Marambaia,Rua WE-2 (Cj Gleba I),-1.4002933166666665,-48.437051016666665
1070,66623-283,Belém/PA,Marambaia,Rua WE-3 (Cj Gleba I),-1.39907195,-48.4371181
1071,66623-284,Belém/PA,Marambaia,Rua WE-4 (Cj Gleba I),-1.3979809,-48.437238592857135
1072,66623-285,Belém/PA,Marambaia,Rua WE-5 (Cj Gleba I),-1.3967397916666666,-48.436848641666664
1073,66623-288,Belém/PA,Marambaia,Passagem J-2 (Cj Gleba I),-1.39755115,-48.43545375
1074,66623-289,Belém/PA,Marambaia,Passagem J-3 (Cj Gleba I),-1.3970269499999999,-48.43566165
1075,66623-291,Belém/PA,Marambaia,Passagem J-4 (Cj Gleba I),-1.39722665,-48.4361552
1076,66623-292,Belém/PA,Marambaia,Passagem K-1 (Cj Gleba I),-1.39769725,-48.43717575
1077,66623-293,Belém/PA,Marambaia,Passagem K-2 (Cj Gleba I),-1.3975176,-48.4366554
1078,66623-294,Belém/PA,Marambaia,Passagem K-3 (Cj Gleba I),-1.396984,-48.436878050000004
1079,66623-297,Belém/PA,Marambaia,Passagem L-2 (Cj Gleba I),-1.3975015499999999,-48.43789995
1080,66623-298,Belém/PA,Marambaia,Passagem L-3 (Cj Gleba I),-1.3969558499999999,-48.43807700000001
1081,66623-299,Belém/PA,Marambaia,Passagem L-4 (Cj Gleba I),-1.3971583,-48.43857455
1082,66623-302,Belém/PA,Marambaia,Passagem O-2 (Cj Gleba I),-1.39601605,-48.43542565
1083,66623-303,Belém/PA,Marambaia,Passagem O-3 (Cj Gleba I),-1.39580685,-48.435952650000004
1084,66623-304,Belém/PA,Marambaia,Passagem O-4 (Cj Gleba I),-1.39629625,-48.43614845
1085,66623-305,Belém/PA,Marambaia,Passagem P-1 (Cj Gleba I),-1.39649065,-48.43684315
1086,66623-306,Belém/PA,Marambaia,Passagem P-2 (Cj Gleba I),-1.3959717999999999,-48.436648700000006
1087,66623-307,Belém/PA,Marambaia,Passagem P-3 (Cj Gleba I),-1.39576125,-48.43715295
1088,66623-308,Belém/PA,Marambaia,Passagem P-4 (Cj Gleba I),-1.39630695,-48.4373273
1089,66623-311,Belém/PA,Marambaia,Travessa B (Cj Gleba II),-1.396811075,-48.442021825
1090,66623-312,Belém/PA,Marambaia,Travessa D (Cj Gleba II),-1.3975326750000001,-48.4420369375
1091,66623-313,Belém/PA,Marambaia,Alameda Dois (Cj Gleba II),-1.39578405,-48.44241945
1092,66623-314,Belém/PA,Marambaia,Travessa E (Cj Gleba II),-1.3981182500000002,-48.44172253333334
1093,66623-315,Belém/PA,Marambaia,Travessa F (Cj Gleba II),-1.398558,-48.44163625
1094,66623-316,Belém/PA,Marambaia,Travessa G (Cj Gleba II),-1.398884475,-48.441647
1095,66623-317,Belém/PA,Marambaia,Alameda Três (Cj Gleba II),-1.39580555,-48.443208049999996
1096,66623-318,Belém/PA,Marambaia,Alameda Um (Cj Gleba II),-1.396044825,-48.44160405
1097,66623-319,Belém/PA,Marambaia,Travessa H (Cj Gleba II),-1.3992587333333333,-48.442288033333334
1098,66623-401,Belém/PA,Marambaia,Travessa C CJ. COHAB (Gleba II),-1.3971237749999998,-48.44202486249999
1099,66623-420,Belém/PA,Marambaia,Vila Alda,-1.405179075,-48.438010575
1100,66623-490,Belém/PA,Marambaia,Passagem Eliezer,-1.40164965,-48.435778299999996
1101,66623-500,Belém/PA,Marambaia,Passagem Vera Cruz,-1.397499525,-48.44345617500001
1102,66623-530,Belém/PA,Marambaia,Passagem Bem,-1.400856625,-48.442509975
1103,66623-540,Belém/PA,Marambaia,Passagem Areia Branca,-1.403593025,-48.439312799999996
1104,66623-570,Belém/PA,Marambaia,Rua Capitão Braga,-1.404775525,-48.438278825
1105,66623-610,Belém/PA,Marambaia,Passagem Dalva - de 1041/1042 ao fim,-1.40156925,-48.43820839999999
1106,66623-640,Belém/PA,Marambaia,Passagem Maria das Graças,-1.4032541500000002,-48.4605968125
1107,66623-705,Belém/PA,Marambaia,Vila Olga,-1.4055350249999998,-48.437782625
1108,66623-710,Belém/PA,Marambaia,Rua da Mata - de 583/584 ao fim,-1.401565625,-48.453611216666665
1109,66625-010,Belém/PA,Cabanagem,Rua São José,-1.372581025,-48.43510105
1110,66625-020,Belém/PA,Cabanagem,Rua São João,-1.36205435,-48.435078250000004
1111,66625-030,Belém/PA,Cabanagem,Passagem São Vicente,-1.3787939,-48.433142399999994
1112,66625-035,Belém/PA,Cabanagem,Passagem Acácias,-1.3713227499999998,-48.42926725000001
1113,66625-040,Belém/PA,Cabanagem,Alameda João Bezerra,-1.37826635,-48.4326589
1114,66625-050,Belém/PA,Cabanagem,Alameda Francisco Moraes,-1.3761982499999998,-48.4343554
1115,66625-060,Belém/PA,Cabanagem,Rua Principal,-1.3738755,-48.4326321
1116,66625-070,Belém/PA,Cabanagem,Alameda Professor Marcos Nunes,-1.376664175,-48.434652475
1117,66625-085,Belém/PA,Cabanagem,Rua Val-de-Cães,-1.3706952916666666,-48.43279369166667
1118,66625-090,Belém/PA,Cabanagem,Passagem Santa Rita,-1.37095205,-48.4312628
1119,66625-097,Belém/PA,Cabanagem,Rua Boa Esperança,-1.36091391,-48.43724226
1120,66625-100,Belém/PA,Cabanagem,Passagem Estrela,-1.3693492,-48.433084050000005
1121,66625-105,Belém/PA,Cabanagem,Passagem Maracatiara,-1.3657289499999998,-48.4319454375
1122,66625-110,Belém/PA,Cabanagem,Passagem Azevedo,-1.3746645,-48.432073525
1123,66625-115,Belém/PA,Cabanagem,Passagem Uirapuru,-1.3660185375,-48.432421537500005
1124,66625-120,Belém/PA,Cabanagem,Passagem José Sarney,-1.371607,-48.431666500000006
1125,66625-125,Belém/PA,Cabanagem,Passagem Açailândia,-1.3663235375,-48.432891937499996
1126,66625-135,Belém/PA,Cabanagem,Passagem Muruci,-1.3666657500000001,-48.4333381875
1127,66625-140,Belém/PA,Cabanagem,Alameda Adriano Andrade,-1.3758995333333335,-48.43389048333333
1128,66625-143,Belém/PA,Cabanagem,Passagem Santa Maria (Tv Benjamin),-1.375118975,-48.43177715
1129,66625-145,Belém/PA,Cabanagem,Passagem Tapajós,-1.366987525,-48.433825350000006
1130,66625-147,Belém/PA,Cabanagem,Rua Damasco,-1.36787175,-48.4327957
1131,66625-150,Belém/PA,Cabanagem,Rua Quatro de Agosto,-1.3731662,-48.435856099999995
1132,66625-155,Belém/PA,Cabanagem,Passagem Tocantins,-1.367207425,-48.4342441
1133,66625-165,Belém/PA,Cabanagem,Passagem Lucas Miranda,-1.36888265,-48.4321359
1134,66625-170,Belém/PA,Cabanagem,Passagem Silva Castro,-1.370783775,-48.43202995
1135,66625-175,Belém/PA,Cabanagem,Rua Amazonas,-1.3667535750000002,-48.433639925
1136,66625-180,Belém/PA,Cabanagem,Passagem São Francisco,-1.37223045,-48.434677275
1137,66625-185,Belém/PA,Cabanagem,Rua Lisboa,-1.3652276357142856,-48.43329479285715
1138,66625-197,Belém/PA,Cabanagem,Travessa Vitória Régia,-1.3655885,-48.4313406
1139,66625-200,Belém/PA,Cabanagem,Passagem Maués,-1.3722371500000001,-48.43713415
1140,66625-210,Belém/PA,Cabanagem,Passagem São Sebastião,-1.374148325,-48.4364643
1141,66625-225,Belém/PA,Cabanagem,Passagem São Pedro (Da Tv Tancredo Neves),-1.3690147000000001,-48.430426675
1142,66625-230,Belém/PA,Cabanagem,Rua São Miguel,-1.3739786999999999,-48.4359795
1143,66625-250,Belém/PA,Cabanagem,Passagem Cristo Rei,-1.3775571,-48.4330331
1144,66625-330,Belém/PA,Cabanagem,Passagem Fé em Deus,-1.3696619,-48.430932
1145,66625-350,Belém/PA,Cabanagem,Passagem Girassol,-1.368595725,-48.43600765
1146,66625-380,Belém/PA,Cabanagem,Passagem Santo Inácio,-1.3720688500000002,-48.4304937
1147,66625-410,Belém/PA,Cabanagem,Rua Benjamin,-1.3677185625,-48.43099025
1148,66625-420,Belém/PA,Cabanagem,Passagem São Raimundo,-1.3622235749999998,-48.43798275
1149,66625-440,Belém/PA,Cabanagem,Passagem Bom Jesus,-1.36126305,-48.435120659999995
1150,66625-460,Belém/PA,Cabanagem,Passagem Oliveira,-1.368695625,-48.432386675
1151,66625-470,Belém/PA,Cabanagem,Rua Tiradentes,-1.3755218999999999,-48.4316048
1152,66625-480,Belém/PA,Cabanagem,Rua Olímpia,-1.3716270875,-48.43309277499999
1153,66625-490,Belém/PA,Cabanagem,Rua São Paulo,-1.371612375,-48.43380155
1154,66625-500,Belém/PA,Cabanagem,Rua São Pedro,-1.372002475,-48.4341804
1155,66625-510,Belém/PA,Cabanagem,Alameda São José,-1.37267955,-48.436715075
1156,66625-520,Belém/PA,Cabanagem,Passagem Perimetral,-1.3647679625000002,-48.4333703625
1157,66625-550,Belém/PA,Cabanagem,Passagem Nove de Junho,-1.3688558,-48.42977555
1158,66625-620,Belém/PA,Cabanagem,Travessa Henrique Dias,-1.3676321999999999,-48.43596875
1159,66625-627,Belém/PA,Cabanagem,Passagem São Pedro,-1.3610065500000001,-48.432511375000004
1160,66625-630,Belém/PA,Cabanagem,Travessa Cristina Cardoso,-1.3667643,-48.437363500000004
1161,66625-640,Belém/PA,Cabanagem,Rua do Fio,-1.3704425749999998,-48.431439175
1162,66625-650,Belém/PA,Cabanagem,Avenida Damasco - de 901/902 ao fim,-1.36817875,-48.43284265
1163,66625-670,Belém/PA,Cabanagem,Avenida Brasil,-1.3600962083333334,-48.43611404166666
1164,66625-680,Belém/PA,Cabanagem,Rua São Domingos,-1.3623024,-48.4348315
1165,66625-710,Belém/PA,Cabanagem,Passagem Bons Amigos,-1.362322475,-48.433680175000006
1166,66625-727,Belém/PA,Cabanagem,Rua Dez de Agosto,-1.359911175,-48.442528100000004
1167,66625-740,Belém/PA,Cabanagem,Rua Cônego Batista Campos,-1.360661325,-48.435411525
1168,66625-747,Belém/PA,Cabanagem,Passagem São João,-1.372995325,-48.43545582499999
1169,66625-760,Belém/PA,Cabanagem,Rua Fé em Deus,-1.3609098166666669,-48.43797191666667
1170,66625-780,Belém/PA,Cabanagem,Travessa Treze de Maio,-1.3602188625000002,-48.440985149999996
1171,66625-787,Belém/PA,Cabanagem,Rua Bom Sucesso,-1.36420955,-48.437295774999996
1172,66625-790,Belém/PA,Cabanagem,Travessa Rio Branco,-1.36017105,-48.4415683
1173,66625-800,Belém/PA,Cabanagem,Rua União,-1.362612975,-48.437848308333336
1174,66625-807,Belém/PA,Cabanagem,Passagem Dalva,-1.36079405,-48.43218415
1175,66625-830,Belém/PA,Cabanagem,Passagem Silva Lobato,-1.3620570166666666,-48.43965141666666
1176,66625-850,Belém/PA,Cabanagem,Rua Vinte e Três de Junho,-1.36011565,-48.43626582500001
1177,66625-860,Belém/PA,Cabanagem,Rua Vinte e Cinco de Julho,-1.35998425,-48.43741715
1178,66625-870,Belém/PA,Cabanagem,Rua Sete de Julho,-1.36162665,-48.441144775
1179,66625-890,Belém/PA,Cabanagem,Rua Francisquinho,-1.363917625,-48.43534615
1180,66625-895,Belém/PA,Cabanagem,Rua Belém,-1.36504015,-48.436057250000005
1181,66630-080,Belém/PA,Bengui,Rua São Clemente - até km 1000,-1.3589384500000001,-48.46536175
1182,66630-175,Belém/PA,Bengui,Rua Benfica,-1.3781268999999998,-48.444638999999995
1183,66630-195,Belém/PA,Bengui,Passagem União (Da R Betânia),-1.37363955,-48.44829755
1184,66630-269,Belém/PA,Bengui,Alameda Japão (Monte Fuji),-1.3724999249999998,-48.454026075
1185,66630-278,Belém/PA,Bengui,Avenida Centenário,-1.3788053,-48.44860595
1186,66630-411,Belém/PA,Bengui,Passagem Dois de Dezembro,-1.3778351500000001,-48.45430505000001
1187,66630-420,Belém/PA,Bengui,Estrada Yamada,-1.3565909,-48.458515399999996
1188,66633-001,Belém/PA,Parque Verde,Travessa WQ-16,-1.3699894,-48.438253325000005
1189,66633-123,Belém/PA,Parque Verde,Travessa WR-17,-1.3702421500000002,-48.438624149999995
1190,66633-165,Belém/PA,Parque Verde,Rua das Rosas,-1.359271325,-48.45677566249999
1191,66633-410,Belém/PA,Parque Verde,Passagem Cosme e Damião,-1.3705116250000002,-48.4397376
1192,66633-520,Belém/PA,Parque Verde,Rua Bragança,-1.3699560999999998,-48.441383699999996
1193,66633-540,Belém/PA,Parque Verde,Alameda Dois (Da Rod dos Trabalhadores),-1.37073015,-48.442470775000004
1194,66633-550,Belém/PA,Parque Verde,Rua WR-18 (Jd Bom Futuro),-1.3695395750000001,-48.43791267499999
1195,66633-590,Belém/PA,Parque Verde,Rua WD-4 (Jd Bom Futuro),-1.369483275,-48.440803437499994
1196,66633-600,Belém/PA,Parque Verde,Rua WE-5 (Jd Bom Futuro),-1.3691692375,-48.440401099999995
1197,66633-610,Belém/PA,Parque Verde,Rua WF-6 (Jd Bom Futuro),-1.36880996,-48.440078979999996
1198,66633-620,Belém/PA,Parque Verde,Rua WG-7 (Jd Bom Futuro),-1.36867685,-48.439754699999995
1199,66633-630,Belém/PA,Parque Verde,Rua WH-8 (Jd Bom Futuro),-1.3683932875,-48.4393299125
1200,66633-640,Belém/PA,Parque Verde,Rua WI-9 (Jd Bom Futuro),-1.3680867,-48.438965233333334
1201,66633-650,Belém/PA,Parque Verde,Rua WJ-10 (Jd Bom Futuro),-1.367686725,-48.43851015
1202,66633-660,Belém/PA,Parque Verde,Rua WK-11 (Jd Bom Futuro),-1.3673723000000002,-48.438085025
1203,66633-670,Belém/PA,Parque Verde,Rua WL-12 (Jd Bom Futuro),-1.367045175,-48.437690075000006
1204,66633-680,Belém/PA,Parque Verde,Rua WM-13 (Jd Bom Futuro),-1.3687016499999998,-48.436523975
1205,66633-690,Belém/PA,Parque Verde,Rua WN-14 (Jd Bom Futuro),-1.36888865,-48.43704835
1206,66633-700,Belém/PA,Parque Verde,Rua WO-15 (Jd Bom Futuro),-1.3691199250000001,-48.437537875000004
1207,66633-730,Belém/PA,Parque Verde,Rua Ronaldo Barata,-1.3719441749999999,-48.440540575
1208,66633-740,Belém/PA,Parque Verde,Rua Dom Manoel,-1.3722418250000001,-48.440259624999996
1209,66633-810,Belém/PA,Parque Verde,Passagem Santa Rita (Da Rod Augusto Montenegro),-1.3718201250000002,-48.44112665
1210,66635-000,Belém/PA,Parque Verde,Passagem Astronauta,-1.3579115,-48.44682075833334
1211,66635-097,Belém/PA,Parque Verde,Quadra Treze (Jardim Sideral),-1.35886675,-48.438032074999995
1212,66635-107,Belém/PA,Parque Verde,Quadra Quatorze (Jardim Sideral),-1.3584679,-48.4384833
